日期,沪深300,中证500,国债指数,30年国债,大宗商品,豆粕指数,黄金(申万)
Date,000300.SH,000905.SH,000012.SH,931080.CSI,000979.CSI,MFI.WI,850531.SI
2021/6/3,-0.6557,-0.2051,-0.0279,-0.1387,0.3459,1.0055,-1.2556
2021/6/4,0.5136,0.3799,-0.0278,-0.2491,-0.1244,-1.7991,-1.5285
2021/6/7,-0.088,0.425,-0.0214,-0.4374,0.275,2.2939,2.4246
2021/6/8,-0.8623,-0.5496,-0.0124,-0.0576,-1.394,-0.1348,-0.8516
2021/6/9,0.0828,0.1248,-0.0625,-0.2084,1.4848,-0.071,0.3729
2021/6/10,0.6687,1.0868,0.0482,0.139,-0.0886,0.308,-0.3685
2021/6/11,-0.8871,-0.5872,-0.0051,-0.4236,-0.1426,0.5088,0.498
2021/6/15,-1.1129,-0.9256,-0.0047,-0.0151,-2.0619,-3.8812,-4.5087
2021/6/16,-1.6659,-1.4613,0.0421,-0.0616,-1.8401,-0.6978,-3.0203
2021/6/17,0.4212,0.7598,0.0422,-0.3581,-0.2493,-0.843,-1.3481
2021/6/18,0.0112,0.6286,0.0062,-0.0012,-0.3178,-2.1906,-0.6186
2021/6/21,-0.2368,0.7422,0.0321,0.54,-1.1198,0.6962,-0.2502
2021/6/22,0.6242,0.4863,0.0278,0.1374,1.1576,-0.0179,0.083
2021/6/23,0.4927,0.7441,0.0123,0.0879,1.019,-0.2097,0.0528
2021/6/24,0.1667,-0.5167,0.0059,0.0806,-0.4917,0.102,-0.2244
2021/6/25,1.6291,0.8668,0.0483,0.0307,2.1492,0.1741,2.8953
2021/6/28,0.225,0.2217,0.0129,-0.1676,-0.5758,1.2975,-1.6161
2021/6/29,-1.1656,-0.924,-0.0956,0.0764,-1.0436,0.4005,-2.5364
2021/6/30,0.6453,0.6321,0.0546,0.1251,0.5648,0.6575,0.176
2021/7/1,0.1076,-1.3442,-0.0244,-0.1141,-1.7017,4.331,1.1226
2021/7/2,-2.8405,-0.8728,-0.0085,-0.0012,0.0217,1.4772,0.0617
2021/7/5,0.092,0.7956,0.0034,0.2916,2.0619,-1.1038,1.3712
2021/7/6,-0.0529,-0.0226,0.0214,-0.0851,1.4235,-0.5755,1.0885
2021/7/7,1.1289,0.8143,0.0276,0.4074,0.5415,-1.7924,-0.6501
2021/7/8,-1.0161,-0.2288,0.0709,0.7721,-1.1913,0.2158,-2.44
2021/7/9,-0.3699,0.8281,0.0145,0,2.9642,-0.2766,3.1298
2021/7/12,1.2481,1.4673,0.0706,0.5984,1.2996,0.3448,1.1099
2021/7/13,0.183,0.8323,0.0762,0.2393,0.8276,0.6019,-1.6348
2021/7/14,-1.1477,-0.9063,0.0917,0.2041,-0.9114,0.2989,-2.4095
2021/7/15,1.3452,0.4879,0.0175,-0.4455,1.5744,1.0489,0.9084
2021/7/16,-1.1005,-0.1051,0.0563,0.2028,0.5075,0.0659,-0.2937
2021/7/19,0.3675,-0.5168,0.0475,-0.0212,0.0845,1.2597,-0.9716
2021/7/20,-0.088,0.1712,0.0281,0.2113,0.0546,-0.1087,-0.8808
2021/7/21,0.686,1.2086,0.0361,0.1773,1.4478,-0.4683,0.4596
2021/7/22,0.1499,0.6014,0.0505,-0.0135,1.6615,-1.3906,1.5843
2021/7/23,-1.2136,-0.5806,0.0162,0.1143,0.4721,-1.3945,1.0316
2021/7/26,-3.2211,-1.6826,-0.0112,0.4615,-0.1706,-2.028,-0.2324
2021/7/27,-3.5325,-2.1687,0.0473,-0.3194,-3.3613,0.9298,2.5913
2021/7/28,0.193,-1.4476,0.0139,0.0327,-2.3655,0.3245,-5.2449
2021/7/29,1.8862,2.0674,0.019,0.1859,3.1425,1.5526,2.4817
2021/7/30,-0.8062,0.1247,0.0581,0.7428,0.9047,0.7236,0.3681
2021/8/2,2.5475,1.5469,0.1261,0.4738,0.6421,-0.6296,3.4375
2021/8/3,0.0146,-0.8148,-0.0206,-0.1804,-2.6999,-0.2825,-3.1515
2021/8/4,0.8996,1.692,0.035,-0.0295,2.8293,-1.212,0.9133
2021/8/5,-0.6061,-0.2814,0.0699,0.5858,-1.0281,-0.6917,-1.8722
2021/8/6,-0.5477,0.3912,0.0306,-0.0396,2.5868,0.4379,2.6751
2021/8/9,1.3004,0.5859,-0.0416,-0.4464,0.6072,0.9178,-0.4348
2021/8/10,1.155,0.5688,0.0144,-0.1189,-0.3237,0.3907,-0.7527
2021/8/11,-0.5514,0.7735,0.0033,-0.1404,1.95,-0.1784,0.7252
2021/8/12,-0.8372,0.3065,0.0222,0.1585,1.641,-1.791,3.7453
2021/8/13,-0.5503,-0.089,0.0006,-0.1057,1.5211,2.7161,1.9863
2021/8/16,-0.0994,-0.5135,0.0019,-0.1926,-1.2511,0.5598,-0.9372
2021/8/17,-2.098,-2.2415,0.0385,0.1124,-2.5248,-0.0733,-1.2583
2021/8/18,1.1749,0.676,0.0459,0.4347,0.1209,-0.8016,-0.2286
2021/8/19,-0.6559,0.0871,0.0105,0.2046,-0.8747,-1.5986,-3.2628
2021/8/20,-1.9101,-0.3891,0.0456,-0.0311,-0.288,-0.5152,-1.2519
2021/8/23,1.3967,1.5107,0.0174,-0.1409,2.2831,-1.4496,0.8505
2021/8/24,1.0859,0.9426,0.002,-0.0599,1.9567,0.2501,1.1313
2021/8/25,0.1998,0.8775,0.0194,0.245,2.754,0.2054,0.9141
2021/8/26,-1.9711,-0.4776,-0.0065,-0.4393,1.2816,0.1542,-0.6534
2021/8/27,0.5297,0.8606,0.0334,0.1011,2.1028,-0.308,1.2359
2021/8/30,-0.2853,0.6514,0.0311,0.1639,2.3432,0.5986,2.306
2021/8/31,-0.1592,0.3938,-0.0013,-0.0415,2.5381,-0.2191,1.3816
2021/9/1,1.3286,-0.8579,0.0332,0.4506,-3.5066,-0.6213,-2.6235
2021/9/2,-0.001,1.5836,-0.0183,-0.0419,2.969,0.2986,1.3885
2021/9/3,-0.5411,-0.3877,0.0179,-0.0149,-1.7949,-0.6169,1.4854
2021/9/6,1.872,1.054,0.0291,-0.0626,0.5734,-0.0773,-0.5729
2021/9/7,1.1979,1.9513,-0.011,-0.2096,3.1945,1.099,0.1759
2021/9/8,-0.4145,0.6016,-0.0045,-0.0489,1.7495,-1.0541,-0.2003
2021/9/9,-0.0426,0.9731,0.0064,-0.0115,3.2837,-0.5691,4.7342
2021/9/10,0.8754,-0.1283,0.0146,-0.0703,0.2672,0.9776,3.8967
2021/9/13,-0.4361,0.5399,0.0606,-0.0006,4.0672,0.7801,4.2891
2021/9/14,-1.4925,-1.2045,0.0046,-0.1337,-2.2511,0.3772,-4.8903
2021/9/15,-1.0137,0.4723,0.0084,-0.056,1.6922,-0.38,-0.6508
2021/9/16,-1.2249,-1.9147,0.0013,0.0185,-1.5242,0.257,-3.0077
2021/9/17,1.0034,-0.6898,0.0077,0.1922,-2.6898,0.5682,-3.3755
2021/9/22,-0.7037,0.7851,0.0469,0.2144,1.9343,-0.9388,-0.4228
2021/9/23,0.6518,0.6603,0.0239,0.0581,-1.2056,0.113,-1.3037
2021/9/24,-0.0776,-1.6321,0.0029,-0.0816,-4.6288,-0.7195,-2.5823
2021/9/27,0.5762,-2.8426,0.0114,-0.0466,-4.2021,0.7209,-2.229
2021/9/28,0.1324,0.3948,-0.0013,-0.0731,0.6779,-1.2637,0.5176
2021/9/29,-1.0217,-2.6209,0.0152,0.1071,-4.3302,-0.5769,-0.4058
2021/9/30,0.6714,1.3322,0.0142,0.0575,2.1387,-0.3907,0.1313
2021/10/8,1.3061,-0.1728,0.0885,-0.2949,-1.0249,-3.2664,1.5693
2021/10/11,0.1268,-0.0122,-0.0337,-0.4774,0.7012,-0.6715,5.0449
2021/10/12,-1.0606,-1.9502,0.0001,-0.2196,-2.6,-0.7164,-1.9325
2021/10/13,1.1522,0.423,0.0091,-0.0174,-1.427,-1.9319,-1.1216
2021/10/14,-0.5364,0.383,-0.0021,-0.0058,0.9584,0.4914,4.4821
2021/10/15,0.3764,0.2258,0.0112,-0.2666,0.3536,-0.08,1.2887
2021/10/18,-1.1624,0.6256,-0.0751,-0.81,3.331,-0.825,0.5546
2021/10/19,0.9836,0.7396,0.0022,0.1691,1.0964,-0.2993,2.1435
2021/10/20,-0.2547,-0.0222,0.0342,0.2075,-1.8232,0.2927,-3.3153
2021/10/21,0.3631,-0.2886,0.0196,0.3491,1.4363,0.2825,0.8692
2021/10/22,0.6435,-1.017,0.0138,-0.0577,-3.3286,0.558,-1.9054
2021/10/25,0.3992,1.109,0.0015,-0.1026,1.5489,0.2752,0.2896
2021/10/26,-0.3299,-0.0218,-0.0027,0.0724,0.1832,-0.5611,0.8376
2021/10/27,-1.3083,-0.7579,0.0096,0.1318,-1.1457,-0.5129,-3.1248
2021/10/28,-0.6947,-1.395,-0.0118,0.1631,-4.3679,0.1937,-2.4612
2021/10/29,0.9176,1.0391,0.0286,0.2646,0.6393,-0.5773,-0.1733
2021/11/1,-0.3684,0.5448,0.044,0.373,0.5396,-1.8653,0.4287
2021/11/2,-1.0395,-1.0715,0.0275,0.3329,-2.0922,-0.3717,-0.7674
2021/11/3,-0.3871,0.4689,-0.0146,0.11,1.3169,-0.9787,-1.0581
2021/11/4,0.9879,0.7979,0.0639,0.0357,-0.128,0.1616,0.1638
2021/11/5,-0.5422,-1.1584,0.0191,0.4992,-2.931,-2.4328,-0.2387
2021/11/8,0.1205,0.5015,0.0702,0.0818,1.5625,0.9006,2.7756
2021/11/9,-0.0296,0.7796,0.0059,-0.1292,0.3854,-0.0626,0.2717
2021/11/10,-0.5272,-0.2743,-0.0383,0.0767,-1.0955,1.019,0.459
2021/11/11,1.6067,0.8146,0.063,-0.2403,0.9639,0.908,2.0152
2021/11/12,-0.2098,0.5162,0.0058,-0.0872,-0.0597,0.1924,-0.0765
2021/11/15,-0.1227,-0.816,0.0183,0.1802,-1.9231,0.2127,-1.7249
2021/11/16,0.0193,-0.7364,-0.0012,0.141,-1.249,0.8719,-1.1233
2021/11/17,0.0498,0.8316,0.0538,-0.0555,1.1736,-0.2398,-0.2698
2021/11/18,-0.9852,-0.2794,-0.0032,0.103,0.9266,0.7232,-0.4168
2021/11/19,1.084,1.2025,0.0276,0.0372,1.2678,0.1795,0.5905
2021/11/22,0.4569,1.1883,0.068,0.0795,1.448,-0.4029,0.2292
2021/11/23,0.0193,0.0869,0.0133,0.0377,0.1719,1.3073,0.1491
2021/11/24,0.0674,-0.0725,0.0395,0.1799,0.8011,0.2182,-1.1745
2021/11/25,-0.4112,-0.311,0.0179,0.0861,-0.2545,-0.928,0.6791
2021/11/26,-0.7417,-0.1891,0.0252,0.1896,0.0578,-0.1612,-0.8782
2021/11/29,-0.1791,0.0282,0.0136,-0.0659,-0.7367,0.4916,-1.3839
2021/11/30,-0.3998,0.4273,0.0045,-0.062,-0.133,-1.1883,-0.3851
2021/12/1,0.2447,0.2769,0.0124,-0.012,0.7175,0.0394,-0.3217
2021/12/2,0.2542,-0.5892,0.0247,-0.189,-0.143,0.0412,-1.0565
2021/12/3,0.9237,0.9949,-0.0013,-0.2042,1.0426,1.7055,0.6454
2021/12/6,-0.1713,-0.8417,0.0409,0.6926,-0.3815,-0.8902,0.4908
2021/12/7,0.6026,-0.4645,-0.0588,-0.164,-0.5077,-1.0904,0.4191
2021/12/8,1.4999,1.3344,-0.0066,-0.1211,1.1484,-0.2121,0.6707
2021/12/9,1.6566,0.2373,0.015,0.0734,-0.2699,1.7655,0.4423
2021/12/10,-0.4642,-0.1868,0.0176,0.0324,0.0715,0.7305,-1.1147
2021/12/13,0.5674,0.6348,0.0122,-0.1956,0.8802,-0.0908,-0.0386
2021/12/14,-0.6709,-0.393,0.0054,0.1299,-1.5472,-1.5455,-0.5073
2021/12/15,-0.8673,-0.1348,0.0221,-0.0216,-0.3901,1.5044,-0.2959
2021/12/16,0.576,0.9124,0.0145,-0.0899,2.096,1.1791,0.64
2021/12/17,-1.5884,-0.9001,0.0066,0.1424,-0.6961,0.1164,1.3592
2021/12/20,-1.5004,-1.6212,0.0101,-0.0711,-2.093,-0.4495,-1.9444
2021/12/21,0.6776,1.1047,0.0863,0.0455,0.6114,-0.1473,-0.0364
2021/12/22,0.0197,0.371,-0.0098,0.1593,0.1778,0.8814,0.1472
2021/12/23,0.6976,0.4756,0.0326,0.2153,1.0061,2.2092,-0.2223
2021/12/24,-0.5536,-0.7964,0.0249,-0.0504,-1.7385,0.4931,-0.89
2021/12/27,-0.0411,-0.0825,0.0419,0.1497,-0.272,-1.0727,-0.5299
2021/12/28,0.7448,0.1827,0.018,0.1914,0.1441,0.7792,0.7028
2021/12/29,-1.4626,-0.5251,0.0299,0.2899,-0.54,-1.0044,-0.8263
2021/12/30,0.7788,0.8718,0.073,0.213,0.0045,0.1809,-0.1871
2021/12/31,0.3833,0.6626,-0.0016,-0.1743,0.5737,-1.3606,0.764
2022/1/4,-0.4576,-0.0672,0.0489,-0.0642,0.779,1.8131,0.309
2022/1/5,-1.0095,-1.7919,0.0146,-0.1866,-1.175,1.3254,0.6748
2022/1/6,-1.0248,0.1009,-0.0157,-0.2778,0.4846,-2.3546,-0.6835
2022/1/7,0.0859,-0.7508,-0.0037,0.0113,-0.3165,0.2247,-0.8101
2022/1/10,0.4495,0.2198,0.0501,0.0951,1.2197,0.1797,0.558
2022/1/11,-0.9552,-0.7819,0.0146,0.1821,-0.2274,-0.0311,0.8704
2022/1/12,0.9964,0.8649,0.0204,0.1666,0.8071,0.5193,0.6617
2022/1/13,-1.644,-1.378,0.0032,0.1623,-0.9447,-0.1034,0.4837
2022/1/14,-0.8222,-0.2341,0.0666,0.0563,-1.3522,-1.6738,-1.3408
2022/1/17,0.8578,1.0834,0.0518,0.0422,0.116,-0.5016,-0.6221
2022/1/18,0.9664,0.074,0.0216,0.1428,0.5983,-0.3955,-0.2638
2022/1/19,-0.6849,-0.6198,0.0753,0.6198,-0.248,0.6123,0.3895
2022/1/20,0.9022,-0.8706,0.0148,-0.1233,-0.1409,1.9878,1.1882
2022/1/21,-0.9162,-1.1361,0.0346,0.2676,-0.8376,0.7239,0.522
2022/1/24,0.1553,0.0377,0.1219,0.3087,-0.0233,-0.4704,-0.5543
2022/1/25,-2.2622,-3.3713,0.0158,0.1911,-3.3561,-0.2475,3.0508
2022/1/26,0.7237,0.5727,-0.0053,-0.4657,0.8391,0.2975,-1.526
2022/1/27,-1.9616,-2.6046,0.0536,-0.0501,-2.2991,2.236,-7.0233
2022/1/28,-1.2144,-0.3843,-0.0142,0.044,-0.8782,1.0789,0.3196
2022/2/7,1.5408,1.4601,0.0894,-0.0306,3.1329,7.6572,1.3172
2022/2/8,-0.5463,0.9822,0.0115,0.0613,1.9547,1.3349,1.4449
2022/2/9,0.9393,1.4956,-0.0066,-0.0752,1.5249,0.9375,1.5819
2022/2/10,-0.2622,-0.0371,0.0183,-0.0474,1.6081,1.7139,0.0879
2022/2/11,-0.8291,-1.3955,-0.0278,-0.6529,-0.5945,-1.6982,-1.1645
2022/2/14,-1.0803,-0.7313,0.0023,-0.1128,-1.0774,-0.5471,2.9032
2022/2/15,1.0637,0.9645,0.0203,0.1023,-0.305,-0.847,1.4967
2022/2/16,0.3888,0.1739,0.0184,-0.0387,0.4021,0.5145,-2.887
2022/2/17,0.242,-0.0479,0.005,0.169,0.9369,1.5729,4.5297
2022/2/18,0.4768,0.9785,0.0074,-0.153,1.3468,0.1924,-1.1839
2022/2/21,-0.3638,0.4695,0.0502,-0.4323,0.3821,0.5253,-0.4275
2022/2/22,-1.2982,-1.1992,-0.0284,-0.172,0.1327,1.6609,3.4723
2022/2/23,1.0689,1.5131,0.0151,0.1943,0.0348,0.7477,-2.4838
2022/2/24,-2.0274,-1.7793,0.0253,0.0924,-1.0602,3.3374,7.151
2022/2/25,0.9738,0.8065,0.0183,0.0845,0.0584,-3.3336,-2.952
2022/2/28,0.1798,0.4968,-0.0248,0.1581,1.2016,-1.4526,0.7295
2022/3/1,0.8303,0.3026,0.0018,-0.3848,0.2496,1.0713,-1.3418
2022/3/2,-0.8894,0.0174,-0.0079,-0.0722,0.7714,-0.2434,0.4964
2022/3/3,-0.5891,-0.2282,0.0433,-0.2365,0.9714,-0.1176,-0.0538
2022/3/4,-1.2127,-0.8123,-0.0015,-0.0334,-0.8615,0.0514,-1.2035
2022/3/7,-3.1948,-2.123,0.0037,0.0934,-0.6472,4.3721,3.7327
2022/3/8,-2.0076,-3.4463,0.022,0.0526,-4.1931,1.4737,0.6567
2022/3/9,-0.9154,-1.9328,-0.0341,-0.2922,-1.8831,1.7836,1.5014
2022/3/10,1.5733,1.7339,0.0096,0.0317,0.8507,-1.6794,-2.2608
2022/3/11,0.3188,0.9226,0.0015,0.3275,0.5918,1.2707,-1.1371
2022/3/14,-3.0596,-2.3254,0.0594,0.3947,-3.302,0.6652,-1.7636
2022/3/15,-4.5738,-5.6708,-0.0316,-0.5957,-7.0307,-2.3351,-8.3495
2022/3/16,4.3242,3.2069,0.0023,0.0283,2.7643,1.5741,-0.0337
2022/3/17,1.9637,1.8071,-0.0105,0.0175,1.6586,-0.4856,1.7946
2022/3/18,0.6656,1.0322,0.0366,0.2347,1.7771,2.2582,1.1285
2022/3/21,-0.1677,0.4221,0.0352,-0.1388,1.0817,0.4177,0.9749
2022/3/22,-0.081,-0.0131,-0.0236,-0.1119,1.2552,2.8046,2.6167
2022/3/23,0.4987,0.629,-0.0392,0.0849,-0.2749,0.4091,-0.1437
2022/3/24,-0.5895,-0.8438,0.0097,0.2979,0.2343,-0.4715,4.9514
2022/3/25,-1.8049,-1.196,0.0277,0.1837,-0.4553,-1.249,1.2897
2022/3/28,-0.6254,0.24,0.0336,0.1333,0.5602,-1.7683,-0.3523
2022/3/29,-0.3452,-0.4808,0.0139,0.064,0.3752,-1.7487,-0.4663
2022/3/30,2.9016,1.9959,0.0166,0.1976,0.257,-1.8959,-0.9067
2022/3/31,-0.7405,-0.8296,0.0076,0.0706,-0.6777,0.2723,-0.5592
2022/4/1,1.2684,0.6255,0.0545,-0.1876,0.5654,-5.6934,1.0956
2022/4/6,-0.288,-0.1193,0.0758,0.285,0.8936,1.1127,0.6353
2022/4/7,-1.2838,-2.129,0.0303,0.3518,-1.2347,-0.6848,0.0233
2022/4/8,0.5148,0.0406,0.061,0.1048,1.5518,1.4137,6.1915
2022/4/11,-3.0892,-3.1205,-0.0205,-0.1554,-2.0469,1.5332,0.9206
2022/4/12,1.9488,1.6089,0.0488,0.0853,0.9102,-0.4012,0.5555
2022/4/13,-0.9626,-1.3478,-0.0181,0.1616,0.9205,-0.3474,0.6213
2022/4/14,1.252,1.3594,0.0293,0.0367,2.1058,0.5712,-0.3263
2022/4/15,-0.0673,-0.9098,0.0136,-0.0022,-1.3364,-0.2155,-3.3487
2022/4/18,-0.5339,0.0537,0.0126,-0.3848,-0.9452,0.1922,1.9656
2022/4/19,-0.7556,0.3028,0.011,0.0536,1.7875,2.239,-0.151
2022/4/20,-1.5505,-2.2237,-0.0423,0.1283,-3.7753,0.8438,-5.1839
2022/4/21,-1.8414,-3.3091,0.0507,0.2747,-4.0361,1.2818,-4.45
2022/4/22,0.4359,-0.3267,0.0175,-0.0572,-0.1691,-1.1738,0.6758
2022/4/25,-4.9421,-6.467,0.0257,0.2007,-6.9409,-2.8727,-7.8797
2022/4/26,-0.8072,-2.5273,0.0108,0.1138,-3.4711,0.5437,-3.8042
2022/4/27,2.9443,3.8791,0.0478,-0.1685,4.603,0.4233,2.5543
2022/4/28,0.6564,-0.3361,-0.0201,-0.1288,0.6151,1.5525,-2.6267
2022/4/29,2.4262,3.8595,0.0451,0.1407,2.7343,0.2215,6.0351
2022/5/5,-0.1502,1.0448,0.0306,0.0411,0.7668,-0.6468,-1.1008
2022/5/6,-2.5284,-2.1618,0.0592,-0.081,-2.5233,-1.7517,-3.1952
2022/5/9,-0.8028,0.8043,-0.0017,0.1944,0.2348,-1.9934,-0.6447
2022/5/10,1.0943,1.4544,0.0457,0.1353,-0.0877,0.6297,-0.8872
2022/5/11,1.4428,0.8388,0.0122,-0.0781,0.7959,0.1005,0.0381
2022/5/12,-0.4447,0.0921,0.0116,0.1252,-0.7928,0.082,-0.84
2022/5/13,0.7543,0.935,-0.0183,-0.036,0.9258,3.0839,0.6074
2022/5/16,-0.8039,-0.0987,0.0028,0.0177,1.327,2.1725,-0.9134
2022/5/17,1.2474,0.4361,0.0205,0.0454,0.7004,-0.3082,1.1144
2022/5/18,-0.3491,-0.3241,0.0273,0.0337,-0.83,0.0765,-1.2405
2022/5/19,0.1927,0.7058,-0.0016,0.0713,0.0509,-0.4879,0.3829
2022/5/20,1.9502,1.56,0.0255,0.0138,2.7446,1.3774,2.2441
2022/5/23,-0.5792,0.6112,0.0628,0.1785,1.6826,0.2263,2.7672
2022/5/24,-2.3391,-3.6886,-0.0342,0.1169,-3.153,-2.231,-2.947
2022/5/25,0.6068,1.7157,0.1212,0.2418,1.4284,0.1072,3.1673
2022/5/26,0.2477,1.1517,0.0393,0.6166,1.0475,0.2577,-0.8816
2022/5/27,0.2067,-0.197,0.0483,-0.0617,0.3275,1.7928,0.1799
2022/5/30,0.6928,0.7274,0.0063,-0.1924,0.3478,-0.1875,0.9012
2022/5/31,1.5512,1.4035,-0.0105,-0.391,0.8722,0.3954,-0.8442
2022/6/1,-0.2038,-0.043,0.0116,-0.0566,-0.4382,-1.9541,-1.5722
2022/6/2,0.1565,0.9096,0.0098,0.033,0.2462,0.2287,0.4008
2022/6/6,1.871,1.7934,0.0064,-0.1116,2.402,0.0446,0.8096
2022/6/7,0.3131,-0.0142,0.021,-0.0495,-0.1065,-0.5804,-0.7183
2022/6/8,0.9735,0.5053,0.0008,0.0672,1.7139,1.6156,0.2569
2022/6/9,-1.046,-1.4015,0.0239,0.0826,0.0414,-0.1212,1.5572
2022/6/10,1.5164,1.7847,0.0001,-0.0154,1.4151,1.8289,-0.2066
2022/6/13,-1.1711,-0.1039,0.0106,0.0594,0.6022,-2.2741,4.0474
2022/6/14,0.7867,0.6729,-0.0067,-0.0335,0.7599,-0.7505,-1.7332
2022/6/15,1.3241,-0.2311,0.0002,-0.0253,-0.8569,-0.8084,1.4013
2022/6/16,-0.6581,0.0601,-0.0139,0.0616,-1.0434,0.312,-0.079
2022/6/17,1.3878,0.8218,0.0629,0.0605,0.7179,1.7001,3.2367
2022/6/20,0.4964,0.223,0.03,-0.1126,-1.3926,-1.4071,-0.6593
2022/6/21,-0.1124,-0.8434,0.0295,-0.0203,-1.4868,-1.0168,-2.2036
2022/6/22,-1.2702,-1.5522,0.0026,0.0682,-0.8503,-1.7576,-0.6081
2022/6/23,1.7153,1.9565,-0.0497,-0.017,1.2778,-4.1981,1.0562
2022/6/24,1.1716,1.0762,0.0593,-0.0368,0.0375,-1.6927,-1.1434
2022/6/27,1.1261,0.6197,0.0141,-0.4015,1.6585,0.8331,2.4837
2022/6/28,1.0407,1.4608,-0.0732,0.0088,1.1641,1.7695,-0.3923
2022/6/29,-1.5401,-1.9543,0.0396,0.0138,-2.7184,-0.4153,-2.4929
2022/6/30,1.4397,1.2516,0.0259,0.212,0.6615,0.6599,-0.0442
2022/7/1,-0.4079,-0.2408,0.0197,-0.0094,0.8688,-0.8852,-1.1747
2022/7/4,0.6562,1.3139,0.0026,-0.2832,1.5262,-1.2731,1.1994
2022/7/5,-0.1444,-0.1779,-0.0066,-0.0304,1.2313,-0.3092,-0.9451
2022/7/6,-1.4605,-1.428,-0.0377,0.0945,-2.8677,-1.0515,-2.0714
2022/7/7,0.4409,0.5366,0.0009,-0.0193,1.0297,1.9293,0.3747
2022/7/8,-0.3307,-0.7523,0.0166,-0.2016,-1.0254,0.7931,-0.618
2022/7/11,-1.6746,-1.3319,0.08,0.1976,-1.5585,2.1169,-1.2922
2022/7/12,-0.9415,-1.229,0.0278,0.1635,-0.5743,-0.8,0.2214
2022/7/13,0.1818,0.4328,0.0145,0.0871,-0.1072,-1.322,0.4582
2022/7/14,0.0142,0.5414,0.0125,0.2143,-0.1859,1.2224,0.291
2022/7/15,-1.7017,-1.6761,0.0363,0.204,-2.1589,-1.5676,-2.6467
2022/7/18,1.037,1.8648,0.002,0.0219,2.3987,1.5959,2.547
2022/7/19,-0.5415,0.37,0.0118,0.0779,0.4007,-1.6002,0.0768
2022/7/20,0.3388,1.1838,0.0024,0.1633,0.6959,-2.7713,0.518
2022/7/21,-1.1145,-0.9845,0.0247,0.1499,-1.2258,0.2231,0.1893
2022/7/22,0.0514,-0.9148,0.0016,-0.2011,-0.7836,-1.6313,-0.278
2022/7/25,-0.6038,-0.9269,0.0674,0.1046,-0.719,0.7579,2.2122
2022/7/26,0.7912,1.2312,0.0222,0.1936,1.33,2.6822,1.1919
2022/7/27,-0.4932,0.3849,0.011,-0.0235,0.1759,0.7042,1.233
2022/7/28,0.0151,0.2516,-0.0091,-0.0906,0.5975,1.1481,0.4559
2022/7/29,-1.3151,-0.8514,0.045,0.4109,-0.4038,0.5598,1.7082
2022/8/1,0.4455,0.8438,0.0939,0.3456,0.5509,0.2148,-0.9055
2022/8/2,-1.9494,-2.7922,0.0189,0.096,-2.601,-1.5157,0.3025
2022/8/3,-0.9751,-0.7404,0.0066,-0.0038,-1.1846,-0.0501,-1.1297
2022/8/4,0.8498,0.562,0.0249,0.0455,0.2965,-0.7668,0.1463
2022/8/5,1.3501,1.8149,0.0143,-0.0915,1.6986,3.5119,5.0069
2022/8/8,-0.2126,0.8383,0.0011,-0.071,1.1045,-1.2181,-0.3684
2022/8/9,0.1981,0.2911,-0.0042,-0.0738,0.4568,-0.5362,-0.3723
2022/8/10,-1.1201,-0.3063,0.0187,0.0147,0.3004,0.9225,4.8711
2022/8/11,2.0392,1.8555,0.0139,0.0472,0.6071,-0.4168,-2.5753
2022/8/12,-0.057,-0.2874,0.014,-0.0103,0.5228,1.1014,3.03
2022/8/15,-0.1306,0.342,0.11,0.9664,1.0741,-1.8968,-0.1669
2022/8/16,-0.1874,0.3473,0.0806,0.3155,-0.0053,-0.3123,-1.52
2022/8/17,0.9364,0.438,0.0914,0.0316,-0.5307,-0.5531,-0.625
2022/8/18,-0.8741,-0.3804,-0.0085,0.3551,-0.9962,-0.5915,-2.4363
2022/8/19,-0.6944,-1.1917,0.0382,0.5635,-0.5574,0.7951,-1.6727
2022/8/22,0.7305,1.2667,0.0376,0.2712,2.2365,0.1647,1.1847
2022/8/23,-0.4858,-0.097,0.0255,-0.1334,0.1004,3.6153,-0.7163
2022/8/24,-1.8904,-2.8119,0.0368,0.0244,-2.3546,0.4625,-1.083
2022/8/25,0.8284,0.6066,-0.0078,-0.3613,1.2005,-1.4439,3.0191
2022/8/26,-0.2112,-0.3847,0.001,-0.0771,0.0754,-1.9804,-0.021
2022/8/29,-0.4388,0.191,0.0037,0.2336,0.4473,0.3791,-0.9286
2022/8/30,-0.3357,-0.3878,0.0457,0.1704,-1.3653,-0.7871,0.132
2022/8/31,0.0747,-2.071,-0.0035,-0.0212,-2.4516,0.461,-2.2571
2022/9/1,-0.8606,-0.4707,0.0184,0.2836,-0.4784,-0.373,-0.1355
2022/9/2,-0.4977,0.3698,0.0295,0.0756,-0.5501,1.3057,-0.7603
2022/9/5,-0.2035,0.5402,0.0368,0.1421,1.2589,1.3535,1.7566
2022/9/6,0.9178,1.7618,0.0101,0.1224,2.4914,-1.4102,2.6415
2022/9/7,0.0667,0.1588,0.0365,0.0253,0.3826,0.9037,-0.1948
2022/9/8,-0.4266,-0.46,-0.0148,-0.0053,-0.5359,-0.1092,3.4397
2022/9/9,1.3895,0.7078,0.0316,-0.1554,0.9244,0.3968,0.589
2022/9/13,0.4233,-0.262,0.0198,0.077,-0.0383,5.1667,2.6673
